 Monthly_Income , Total_outstanding_loans ,Defaulter
" $13,522.00 "," $46,182.00 ",NO
" $13,522.00 "," $369,137.00 ",NO
" $13,522.00 "," $144,587.00 ",NO
" $13,523.00 "," $376,159.00 ",NO
" $13,524.00 "," $282,546.00 ",NO
" $13,526.00 "," $373,184.00 ",NO
" $13,527.00 "," $117,121.00 ",NO
" $13,537.00 "," $334,983.00 ",NO
" $13,540.00 "," $31,411.00 ",NO
" $13,551.00 "," $307,465.00 ",NO
" $13,551.00 "," $326,315.00 ",NO
" $13,554.00 "," $48,490.00 ",NO
" $13,554.00 "," $156,690.00 ",NO
" $13,562.00 "," $151,275.00 ",NO
" $13,567.00 "," $274,741.00 ",NO
" $13,576.00 "," $15,208.00 ",NO
" $13,577.00 "," $356,106.00 ",NO
" $13,577.00 "," $241,572.00 ",NO
" $13,578.00 "," $146,647.00 ",NO
" $13,582.00 "," $349,071.00 ",NO
" $13,583.00 "," $161,143.00 ",NO
" $13,583.00 "," $232,225.00 ",NO
" $13,601.00 "," $330,516.00 ",NO
" $13,602.00 "," $414,415.00 ",NO
" $13,605.00 "," $342,048.00 ",NO
" $13,614.00 "," $165,372.00 ",NO
" $13,614.00 "," $150,761.00 ",NO
" $13,617.00 "," $73,856.00 ",NO
" $13,619.00 "," $323,302.00 ",NO
" $13,619.00 "," $53,814.00 ",NO
" $13,622.00 "," $492,322.00 ",NO
" $13,626.00 "," $114,624.00 ",NO
" $13,626.00 "," $446,606.00 ",NO
" $13,628.00 "," $452,808.00 ",NO
" $13,628.00 "," $202,594.00 ",NO
" $13,628.00 "," $188,780.00 ",NO
" $13,629.00 "," $305,904.00 ",NO
" $13,630.00 "," $199,040.00 ",NO
" $13,631.00 "," $286,753.00 ",NO
" $13,633.00 "," $209,209.00 ",NO
" $13,637.00 "," $371,588.00 ",NO
" $13,637.00 "," $313,583.00 ",NO
" $13,640.00 "," $417,967.00 ",NO
" $13,641.00 "," $343,393.00 ",NO
" $13,641.00 "," $489,782.00 ",NO
" $13,643.00 "," $229,597.00 ",NO
" $13,647.00 "," $139,081.00 ",NO
" $13,654.00 "," $447,810.00 ",NO
" $13,655.00 "," $138,702.00 ",NO
" $13,660.00 "," $233,948.00 ",NO
" $13,662.00 "," $202,565.00 ",NO
" $13,664.00 "," $259,084.00 ",NO
" $13,665.00 "," $142,079.00 ",NO
" $13,667.00 "," $32,926.00 ",NO
" $13,667.00 "," $108,047.00 ",NO
" $13,668.00 "," $382,314.00 ",NO
" $13,670.00 "," $448,491.00 ",NO
" $13,674.00 "," $270,981.00 ",NO
" $13,677.00 "," $400,297.00 ",NO
" $13,677.00 "," $60,494.00 ",NO
" $13,677.00 "," $68,365.00 ",NO
" $13,679.00 "," $197,969.00 ",NO
" $13,679.00 "," $312,661.00 ",NO
" $13,682.00 "," $330,436.00 ",NO
" $13,683.00 "," $436,798.00 ",NO
" $13,684.00 "," $409,828.00 ",NO
" $13,685.00 "," $274,842.00 ",NO
" $13,692.00 "," $79,968.00 ",NO
" $13,692.00 "," $443,950.00 ",NO
" $13,700.00 "," $423,030.00 ",NO
" $13,701.00 "," $238,409.00 ",NO
" $13,702.00 "," $21,571.00 ",NO
" $13,704.00 "," $156,453.00 ",NO
" $13,706.00 "," $430,826.00 ",NO
" $13,714.00 "," $85,818.00 ",NO
" $13,716.00 "," $218,537.00 ",NO
" $13,721.00 "," $472,202.00 ",NO
" $13,724.00 "," $280,715.00 ",NO
" $13,726.00 "," $421,056.00 ",NO
" $13,730.00 "," $446,790.00 ",NO
" $13,730.00 "," $152,321.00 ",NO
" $13,734.00 "," $381,025.00 ",NO
" $13,738.00 "," $282,027.00 ",NO
" $13,738.00 "," $415,800.00 ",NO
" $13,749.00 "," $183,840.00 ",NO
" $13,752.00 "," $177,882.00 ",NO
" $13,759.00 "," $239,240.00 ",NO
" $13,762.00 "," $44,246.00 ",NO
" $13,763.00 "," $406,884.00 ",NO
" $13,765.00 "," $217,212.00 ",NO
" $13,773.00 "," $36,438.00 ",NO
" $13,777.00 "," $247,178.00 ",NO
" $13,779.00 "," $194,831.00 ",NO
" $13,780.00 "," $84,384.00 ",NO
" $13,790.00 "," $366,958.00 ",NO
" $13,793.00 "," $233,134.00 ",NO
" $13,793.00 "," $498,863.00 ",NO
" $13,798.00 "," $320,175.00 ",NO
" $13,801.00 "," $113,590.00 ",NO
" $13,807.00 "," $146,075.00 ",NO
" $13,809.00 "," $482,632.00 ",NO
" $13,813.00 "," $300,268.00 ",NO
" $13,813.00 "," $84,639.00 ",NO
" $13,818.00 "," $153,727.00 ",NO
" $13,818.00 "," $357,627.00 ",NO
" $13,830.00 "," $137,289.00 ",NO
" $13,834.00 "," $166,194.00 ",NO
" $13,836.00 "," $395,083.00 ",NO
" $13,838.00 "," $315,807.00 ",NO
" $13,839.00 "," $138,047.00 ",NO
" $13,840.00 "," $107,774.00 ",NO
" $13,853.00 "," $464,789.00 ",NO
" $13,858.00 "," $207,385.00 ",NO
" $13,859.00 "," $364,367.00 ",NO
" $13,861.00 "," $378,096.00 ",NO
" $13,865.00 "," $45,119.00 ",NO
" $13,871.00 "," $36,090.00 ",NO
" $13,873.00 "," $407,020.00 ",NO
" $13,877.00 "," $324,576.00 ",NO
" $13,881.00 "," $95,754.00 ",NO
" $13,887.00 "," $474,143.00 ",NO
" $13,893.00 "," $104,871.00 ",NO
" $13,893.00 "," $61,115.00 ",NO
" $13,894.00 "," $387,912.00 ",NO
" $13,895.00 "," $126,644.00 ",NO
" $13,899.00 "," $27,027.00 ",NO
" $13,910.00 "," $82,028.00 ",NO
" $13,911.00 "," $167,358.00 ",NO
" $13,917.00 "," $412,811.00 ",NO
" $13,918.00 "," $390,041.00 ",NO
" $13,919.00 "," $164,756.00 ",NO
" $13,926.00 "," $106,210.00 ",NO
" $13,930.00 "," $134,513.00 ",NO
" $13,931.00 "," $188,779.00 ",NO
" $13,932.00 "," $38,165.00 ",NO
" $13,934.00 "," $258,472.00 ",NO
" $13,935.00 "," $430,502.00 ",NO
" $13,940.00 "," $464,163.00 ",NO
" $13,941.00 "," $479,181.00 ",NO
" $13,942.00 "," $146,736.00 ",NO
" $13,945.00 "," $125,767.00 ",NO
" $13,949.00 "," $427,281.00 ",NO
" $13,951.00 "," $466,693.00 ",NO
" $13,951.00 "," $488,008.00 ",NO
" $13,959.00 "," $260,231.00 ",NO
" $13,961.00 "," $484,761.00 ",NO
" $13,962.00 "," $26,837.00 ",NO
" $13,963.00 "," $18,215.00 ",NO
" $13,964.00 "," $73,872.00 ",NO
" $13,964.00 "," $171,831.00 ",NO
" $13,966.00 "," $391,240.00 ",NO
" $13,967.00 "," $105,301.00 ",NO
" $13,967.00 "," $362,061.00 ",NO
" $13,968.00 "," $474,299.00 ",NO
" $13,972.00 "," $417,150.00 ",NO
" $13,982.00 "," $425,197.00 ",NO
" $13,984.00 "," $396,888.00 ",NO
" $13,984.00 "," $219,109.00 ",NO
" $13,987.00 "," $234,653.00 ",NO
" $13,988.00 "," $26,924.00 ",NO
" $13,988.00 "," $172,077.00 ",NO
" $13,990.00 "," $451,934.00 ",NO
" $13,991.00 "," $188,638.00 ",NO
" $13,992.00 "," $264,590.00 ",NO
" $13,996.00 "," $134,965.00 ",NO
" $13,996.00 "," $344,847.00 ",NO
" $13,997.00 "," $436,449.00 ",NO
" $14,002.00 "," $186,909.00 ",NO
" $14,004.00 "," $425,275.00 ",NO
" $14,004.00 "," $193,444.00 ",NO
" $14,005.00 "," $228,789.00 ",NO
" $14,005.00 "," $153,685.00 ",NO
" $14,006.00 "," $119,144.00 ",NO
" $14,010.00 "," $294,067.00 ",NO
" $14,011.00 "," $304,043.00 ",NO
" $14,013.00 "," $331,370.00 ",NO
" $14,020.00 "," $408,199.00 ",NO
" $14,030.00 "," $37,559.00 ",NO
" $14,031.00 "," $416,913.00 ",NO
" $14,031.00 "," $437,527.00 ",NO
" $14,032.00 "," $205,485.00 ",NO
" $14,035.00 "," $487,824.00 ",NO
" $14,037.00 "," $173,483.00 ",NO
" $14,040.00 "," $161,709.00 ",NO
" $14,041.00 "," $458,410.00 ",NO
" $14,042.00 "," $41,748.00 ",NO
" $14,042.00 "," $12,437.00 ",NO
" $14,042.00 "," $92,398.00 ",NO
" $14,043.00 "," $471,576.00 ",NO
" $14,050.00 "," $441,833.00 ",NO
" $14,059.00 "," $325,790.00 ",NO
" $14,061.00 "," $339,646.00 ",NO
" $14,062.00 "," $221,990.00 ",NO
" $14,062.00 "," $483,109.00 ",NO
" $14,068.00 "," $76,238.00 ",NO
" $14,072.00 "," $26,146.00 ",NO
" $14,075.00 "," $194,983.00 ",NO
" $14,075.00 "," $400,949.00 ",NO
" $14,076.00 "," $371,025.00 ",NO
" $14,077.00 "," $142,666.00 ",NO
" $14,086.00 "," $281,646.00 ",NO
" $14,086.00 "," $79,762.00 ",NO
" $14,088.00 "," $130,421.00 ",NO
" $14,097.00 "," $22,035.00 ",NO
" $14,099.00 "," $420,395.00 ",NO
" $14,099.00 "," $166,666.00 ",NO
" $14,101.00 "," $117,669.00 ",NO
" $14,101.00 "," $412,620.00 ",NO
" $14,102.00 "," $271,191.00 ",NO
" $14,103.00 "," $103,579.00 ",NO
" $14,103.00 "," $394,198.00 ",NO
" $14,109.00 "," $436,652.00 ",NO
" $14,110.00 "," $297,637.00 ",NO
" $14,113.00 "," $100,465.00 ",NO
" $14,113.00 "," $428,628.00 ",NO
" $14,114.00 "," $472,676.00 ",NO
" $14,119.00 "," $220,118.00 ",NO
" $14,121.00 "," $426,687.00 ",NO
" $14,121.00 "," $356,094.00 ",NO
" $14,125.00 "," $380,032.00 ",NO
" $14,132.00 "," $14,087.00 ",NO
" $14,132.00 "," $434,125.00 ",NO
" $14,137.00 "," $395,898.00 ",NO
" $14,142.00 "," $422,280.00 ",NO
" $14,148.00 "," $135,011.00 ",NO
" $14,149.00 "," $367,248.00 ",NO
" $14,153.00 "," $136,832.00 ",NO
" $14,157.00 "," $358,823.00 ",NO
" $14,159.00 "," $333,496.00 ",NO
" $14,161.00 "," $12,579.00 ",NO
" $14,164.00 "," $355,613.00 ",NO
" $14,166.00 "," $476,069.00 ",NO
" $14,166.00 "," $284,844.00 ",NO
" $14,168.00 "," $152,415.00 ",NO
" $14,168.00 "," $306,885.00 ",NO
" $14,169.00 "," $167,600.00 ",NO
" $14,171.00 "," $14,734.00 ",NO
" $14,175.00 "," $477,540.00 ",NO
" $14,178.00 "," $66,513.00 ",NO
" $14,181.00 "," $197,615.00 ",NO
" $14,181.00 "," $368,496.00 ",NO
" $14,187.00 "," $168,827.00 ",NO
" $14,188.00 "," $55,486.00 ",NO
" $14,188.00 "," $262,397.00 ",NO
" $14,189.00 "," $274,503.00 ",NO
" $14,192.00 "," $281,499.00 ",NO
" $14,195.00 "," $181,437.00 ",NO
" $14,197.00 "," $432,361.00 ",NO
" $14,201.00 "," $35,141.00 ",NO
" $14,201.00 "," $269,245.00 ",NO
" $14,201.00 "," $283,438.00 ",NO
" $14,204.00 "," $220,611.00 ",NO
" $14,209.00 "," $261,069.00 ",NO
" $14,210.00 "," $117,418.00 ",NO
" $14,212.00 "," $12,825.00 ",NO
" $14,213.00 "," $311,909.00 ",NO
" $14,216.00 "," $317,793.00 ",NO
" $14,230.00 "," $169,611.00 ",NO
" $14,240.00 "," $248,926.00 ",NO
" $14,243.00 "," $141,595.00 ",NO
" $14,244.00 "," $440,649.00 ",NO
" $14,245.00 "," $180,255.00 ",NO
" $14,245.00 "," $65,995.00 ",NO
" $14,247.00 "," $244,269.00 ",NO
" $14,254.00 "," $236,284.00 ",NO
" $14,261.00 "," $89,064.00 ",NO
" $14,262.00 "," $398,213.00 ",NO
" $14,265.00 "," $338,803.00 ",NO
" $14,266.00 "," $61,953.00 ",NO
" $14,268.00 "," $190,609.00 ",NO
" $14,270.00 "," $494,700.00 ",NO
" $14,272.00 "," $406,859.00 ",NO
" $14,275.00 "," $329,025.00 ",NO
" $14,276.00 "," $499,714.00 ",NO
" $14,276.00 "," $24,060.00 ",NO
" $14,276.00 "," $444,787.00 ",NO
" $14,279.00 "," $395,523.00 ",NO
" $14,284.00 "," $308,234.00 ",NO
" $14,284.00 "," $442,372.00 ",NO
" $14,285.00 "," $385,801.00 ",NO
" $14,290.00 "," $444,789.00 ",NO
" $14,291.00 "," $119,900.00 ",NO
" $14,294.00 "," $55,954.00 ",NO
" $14,298.00 "," $194,757.00 ",NO
" $14,300.00 "," $146,359.00 ",NO
" $14,301.00 "," $118,186.00 ",NO
" $14,301.00 "," $273,207.00 ",NO
" $14,306.00 "," $333,846.00 ",NO
" $14,307.00 "," $206,859.00 ",NO
" $14,308.00 "," $476,338.00 ",NO
" $14,309.00 "," $32,652.00 ",NO
" $14,309.00 "," $209,320.00 ",NO
" $14,310.00 "," $48,106.00 ",NO
" $14,313.00 "," $19,804.00 ",NO
" $14,317.00 "," $125,600.00 ",NO
" $14,323.00 "," $248,145.00 ",NO
" $14,324.00 "," $295,964.00 ",NO
" $14,324.00 "," $363,533.00 ",NO
" $14,324.00 "," $448,549.00 ",NO
" $14,326.00 "," $135,332.00 ",NO
" $14,328.00 "," $465,422.00 ",NO
" $14,333.00 "," $431,336.00 ",NO
" $14,335.00 "," $67,592.00 ",NO
" $14,335.00 "," $187,588.00 ",NO
" $14,346.00 "," $51,376.00 ",NO
" $14,346.00 "," $134,899.00 ",NO
" $14,347.00 "," $51,379.00 ",NO
" $14,347.00 "," $91,033.00 ",NO
" $14,355.00 "," $256,752.00 ",NO
" $14,356.00 "," $197,519.00 ",NO
" $14,356.00 "," $131,500.00 ",NO
" $14,358.00 "," $411,548.00 ",NO
" $14,360.00 "," $186,739.00 ",NO
" $14,360.00 "," $408,939.00 ",NO
" $14,363.00 "," $404,727.00 ",NO
" $14,364.00 "," $139,357.00 ",NO
" $14,364.00 "," $278,962.00 ",NO
" $14,367.00 "," $455,354.00 ",NO
" $14,367.00 "," $281,596.00 ",NO
" $14,371.00 "," $104,085.00 ",NO
" $14,371.00 "," $155,517.00 ",NO
" $14,372.00 "," $102,011.00 ",NO
" $14,373.00 "," $474,577.00 ",NO
" $14,374.00 "," $283,171.00 ",NO
" $14,374.00 "," $73,154.00 ",NO
" $14,384.00 "," $171,427.00 ",NO
" $14,387.00 "," $347,834.00 ",NO
" $14,394.00 "," $57,522.00 ",NO
" $14,398.00 "," $277,209.00 ",NO
" $14,399.00 "," $330,931.00 ",NO
" $14,400.00 "," $153,139.00 ",NO
" $14,402.00 "," $411,408.00 ",NO
" $14,409.00 "," $204,734.00 ",NO
" $14,410.00 "," $352,908.00 ",NO
" $14,410.00 "," $202,580.00 ",NO
" $14,414.00 "," $145,379.00 ",NO
" $14,415.00 "," $101,350.00 ",NO
" $14,422.00 "," $202,205.00 ",NO
" $14,423.00 "," $393,280.00 ",NO
" $14,423.00 "," $70,122.00 ",NO
" $14,430.00 "," $362,559.00 ",NO
" $14,431.00 "," $376,095.00 ",NO
" $14,432.00 "," $17,498.00 ",NO
" $14,433.00 "," $205,567.00 ",NO
" $14,435.00 "," $424,917.00 ",NO
" $14,436.00 "," $164,209.00 ",NO
" $14,438.00 "," $154,020.00 ",NO
" $14,442.00 "," $288,082.00 ",NO
" $14,444.00 "," $182,904.00 ",NO
" $14,446.00 "," $263,504.00 ",NO
" $14,446.00 "," $454,195.00 ",NO
" $14,451.00 "," $458,521.00 ",NO
" $14,451.00 "," $301,649.00 ",NO
" $14,454.00 "," $79,890.00 ",NO
" $14,456.00 "," $415,397.00 ",NO
" $14,458.00 "," $421,790.00 ",NO
" $14,461.00 "," $357,738.00 ",NO
" $14,462.00 "," $230,417.00 ",NO
" $14,464.00 "," $97,602.00 ",NO
" $14,471.00 "," $360,658.00 ",NO
" $14,472.00 "," $455,148.00 ",NO
" $14,473.00 "," $149,046.00 ",NO
" $14,475.00 "," $274,803.00 ",NO
" $14,479.00 "," $313,682.00 ",NO
" $14,482.00 "," $106,276.00 ",NO
" $14,483.00 "," $428,389.00 ",NO
" $14,484.00 "," $323,139.00 ",NO
" $14,485.00 "," $118,391.00 ",NO
" $14,487.00 "," $149,207.00 ",NO
" $14,496.00 "," $387,305.00 ",NO
" $14,497.00 "," $48,904.00 ",NO
" $14,498.00 "," $429,647.00 ",NO
" $14,499.00 "," $30,806.00 ",NO
" $14,504.00 "," $182,661.00 ",NO
" $14,504.00 "," $69,341.00 ",NO
" $14,510.00 "," $65,185.00 ",NO
" $14,511.00 "," $311,060.00 ",NO
" $14,511.00 "," $303,970.00 ",NO
" $14,512.00 "," $80,854.00 ",NO
" $14,520.00 "," $330,910.00 ",NO
" $14,520.00 "," $87,634.00 ",NO
" $14,525.00 "," $478,773.00 ",NO
" $14,528.00 "," $233,073.00 ",NO
" $14,533.00 "," $207,502.00 ",NO
" $14,537.00 "," $203,168.00 ",NO
" $14,541.00 "," $480,625.00 ",NO
" $14,541.00 "," $413,558.00 ",NO
" $14,542.00 "," $36,392.00 ",NO
" $14,542.00 "," $57,067.00 ",NO
" $14,548.00 "," $13,331.00 ",NO
" $14,549.00 "," $183,256.00 ",NO
" $14,555.00 "," $370,379.00 ",NO
" $14,556.00 "," $292,812.00 ",NO
" $14,558.00 "," $136,552.00 ",NO
" $14,563.00 "," $425,335.00 ",NO
" $14,567.00 "," $204,990.00 ",NO
" $14,569.00 "," $381,668.00 ",NO
" $14,572.00 "," $452,481.00 ",NO
" $14,573.00 "," $267,580.00 ",NO
" $14,574.00 "," $313,117.00 ",NO
" $14,577.00 "," $456,473.00 ",NO
" $14,580.00 "," $119,328.00 ",NO
" $14,583.00 "," $489,223.00 ",NO
" $14,584.00 "," $406,614.00 ",NO
" $14,589.00 "," $221,353.00 ",NO
" $14,591.00 "," $85,415.00 ",NO
" $14,594.00 "," $101,998.00 ",NO
" $14,595.00 "," $294,117.00 ",NO
" $14,601.00 "," $248,857.00 ",NO
" $14,606.00 "," $475,876.00 ",NO
" $14,608.00 "," $377,822.00 ",NO
" $14,609.00 "," $314,884.00 ",NO
" $14,613.00 "," $301,413.00 ",NO
" $14,615.00 "," $362,209.00 ",NO
" $14,616.00 "," $440,950.00 ",NO
" $14,620.00 "," $479,638.00 ",NO
" $14,623.00 "," $84,492.00 ",NO
" $14,624.00 "," $437,295.00 ",NO
" $14,625.00 "," $327,836.00 ",NO
" $14,625.00 "," $124,660.00 ",NO
" $14,626.00 "," $202,129.00 ",NO
" $14,629.00 "," $297,070.00 ",NO
" $14,638.00 "," $239,771.00 ",NO
" $14,640.00 "," $43,570.00 ",NO
" $14,641.00 "," $441,584.00 ",NO
" $14,645.00 "," $233,543.00 ",NO
" $14,648.00 "," $207,274.00 ",NO
" $14,649.00 "," $25,582.00 ",NO
" $14,653.00 "," $93,747.00 ",NO
" $14,655.00 "," $38,675.00 ",NO
" $14,657.00 "," $215,210.00 ",NO
" $14,660.00 "," $174,840.00 ",NO
" $14,664.00 "," $60,992.00 ",NO
" $14,674.00 "," $167,664.00 ",NO
" $14,676.00 "," $16,230.00 ",NO
" $14,678.00 "," $469,875.00 ",NO
" $14,678.00 "," $365,403.00 ",NO
" $14,686.00 "," $403,069.00 ",NO
" $14,686.00 "," $148,302.00 ",NO
" $14,686.00 "," $110,402.00 ",NO
" $14,690.00 "," $468,931.00 ",NO
" $14,696.00 "," $83,624.00 ",NO
" $14,698.00 "," $418,668.00 ",NO
" $14,700.00 "," $186,819.00 ",NO
" $14,709.00 "," $251,874.00 ",NO
" $14,710.00 "," $484,340.00 ",NO
" $14,711.00 "," $287,093.00 ",NO
" $14,715.00 "," $291,497.00 ",NO
" $14,720.00 "," $397,751.00 ",NO
" $14,721.00 "," $87,646.00 ",NO
" $14,721.00 "," $30,516.00 ",NO
" $14,723.00 "," $157,308.00 ",NO
" $14,725.00 "," $402,283.00 ",NO
" $14,730.00 "," $219,098.00 ",NO
" $14,730.00 "," $355,088.00 ",NO
" $14,730.00 "," $341,637.00 ",NO
" $14,733.00 "," $78,964.00 ",NO
" $14,740.00 "," $15,543.00 ",NO
" $14,743.00 "," $90,350.00 ",NO
" $14,744.00 "," $340,974.00 ",NO
" $14,747.00 "," $29,662.00 ",NO
" $14,753.00 "," $376,161.00 ",NO
" $14,756.00 "," $421,310.00 ",NO
" $14,759.00 "," $269,341.00 ",NO
" $14,759.00 "," $185,156.00 ",NO
" $14,766.00 "," $377,580.00 ",NO
" $14,767.00 "," $292,920.00 ",NO
" $14,773.00 "," $227,173.00 ",NO
" $14,774.00 "," $240,769.00 ",NO
" $14,781.00 "," $187,347.00 ",NO
" $14,782.00 "," $247,041.00 ",NO
" $14,785.00 "," $47,867.00 ",NO
" $14,785.00 "," $59,299.00 ",NO
" $14,785.00 "," $184,615.00 ",NO
" $14,788.00 "," $447,573.00 ",NO
" $14,790.00 "," $12,424.00 ",NO
" $14,790.00 "," $131,756.00 ",NO
" $14,791.00 "," $354,332.00 ",NO
" $14,795.00 "," $147,259.00 ",NO
" $14,796.00 "," $241,467.00 ",NO
" $14,796.00 "," $295,523.00 ",NO
" $14,798.00 "," $145,153.00 ",NO
" $14,800.00 "," $330,871.00 ",NO
" $14,801.00 "," $224,141.00 ",NO
" $14,808.00 "," $359,328.00 ",NO
" $14,811.00 "," $308,890.00 ",NO
" $14,812.00 "," $344,996.00 ",NO
" $14,824.00 "," $129,789.00 ",NO
" $14,825.00 "," $214,182.00 ",NO
" $14,828.00 "," $306,546.00 ",NO
" $14,829.00 "," $313,095.00 ",NO
" $14,829.00 "," $112,483.00 ",NO
" $14,832.00 "," $282,614.00 ",NO
" $14,833.00 "," $436,430.00 ",NO
" $14,845.00 "," $478,806.00 ",NO
" $14,846.00 "," $77,164.00 ",NO
" $14,846.00 "," $375,445.00 ",NO
" $14,847.00 "," $381,120.00 ",NO
" $14,859.00 "," $248,082.00 ",NO
" $14,860.00 "," $398,016.00 ",NO
" $14,862.00 "," $187,639.00 ",NO
" $14,864.00 "," $264,450.00 ",NO
" $14,866.00 "," $355,943.00 ",NO
" $14,866.00 "," $150,672.00 ",NO
" $14,870.00 "," $228,229.00 ",NO
" $14,870.00 "," $366,759.00 ",NO
" $14,872.00 "," $54,344.00 ",NO
" $14,875.00 "," $252,950.00 ",NO
" $14,879.00 "," $333,822.00 ",NO
" $14,882.00 "," $309,890.00 ",NO
" $14,886.00 "," $406,519.00 ",NO
" $14,886.00 "," $345,951.00 ",NO
" $14,887.00 "," $26,349.00 ",NO
" $14,887.00 "," $195,709.00 ",NO
" $14,889.00 "," $399,609.00 ",NO
" $14,890.00 "," $46,010.00 ",NO
" $14,893.00 "," $274,246.00 ",NO
" $14,893.00 "," $171,016.00 ",NO
" $14,894.00 "," $208,593.00 ",NO
" $14,904.00 "," $162,510.00 ",NO
" $14,905.00 "," $396,960.00 ",NO
" $14,905.00 "," $319,686.00 ",NO
" $14,909.00 "," $331,110.00 ",NO
" $14,913.00 "," $272,297.00 ",NO
" $14,916.00 "," $109,788.00 ",NO
" $14,919.00 "," $44,655.00 ",NO
" $14,920.00 "," $370,424.00 ",NO
" $14,928.00 "," $353,351.00 ",NO
" $14,930.00 "," $94,984.00 ",NO
" $14,933.00 "," $254,131.00 ",NO
" $14,933.00 "," $106,958.00 ",NO
" $14,938.00 "," $340,541.00 ",NO
" $14,939.00 "," $474,194.00 ",NO
" $14,940.00 "," $245,338.00 ",NO
" $14,942.00 "," $116,863.00 ",NO
" $14,942.00 "," $186,457.00 ",NO
" $14,946.00 "," $478,297.00 ",NO
" $14,948.00 "," $240,235.00 ",NO
" $14,950.00 "," $54,343.00 ",NO
" $14,953.00 "," $279,648.00 ",NO
" $14,954.00 "," $98,268.00 ",NO
" $14,958.00 "," $280,699.00 ",NO
" $14,960.00 "," $271,731.00 ",NO
" $14,961.00 "," $227,132.00 ",NO
" $14,967.00 "," $409,782.00 ",NO
" $14,971.00 "," $59,440.00 ",NO
" $14,973.00 "," $259,453.00 ",NO
" $14,975.00 "," $197,967.00 ",NO
" $14,981.00 "," $17,832.00 ",NO
" $14,981.00 "," $457,046.00 ",NO
" $14,983.00 "," $313,750.00 ",NO
" $14,984.00 "," $315,715.00 ",NO
" $14,985.00 "," $29,103.00 ",NO
" $14,992.00 "," $351,963.00 ",NO
" $14,993.00 "," $265,231.00 ",NO
" $14,994.00 "," $465,413.00 ",NO
" $14,998.00 "," $467,970.00 ",NO
